hekayt,bab
"درویشی مُسْتَجاب‌الدَّعوة در بغداد پدید آمد. حَجّاجِ یوسف را خبر کردند. بخواندش و گفت: دعایِ خیری بر من بکن. گفت: خدایا! جانش بستان. گفت: از بهرِ خدای این چه دعاست؟ گفت: این دعایِ خیر است تو را و جملهْ مسلمانان را. ای زبردستِ زیردست‌آزار 
گرم تا کی بماند این بازار؟ به چه کار آیدت جهانداری؟
مردنت بِهْ که مردم‌آزاری",1
"یکی از ملوکِ بی‌انصاف پارسایی را پرسید؛ از عبادت‌ها کدام فاضل‌تر است؟ گفت: تو را خوابِ نیمروز تا در آن، یک‌نفس خلق را نیازاری. ظالمی را خفته دیدم نیمروز
گفتم این فتنه است، خوابش برده، بِه وآنکه خوابش بهتر از بیداری است
آن‌چنان بد زندگانی، مُرده به",1
"یکی از ملوک را شنیدم که شبی در عشرت روز کرده بود و در پایان مستی همی‌گفت: ما را به جهان خوش‌تر از این یک‌ دم نیست 
کز نیک و بد اندیشه و از کس غم نیست درویشی به سرما برون خفته بود و گفت: ای آن که به اقبالِ تو در عالم نیست 
گیرم که غمت نیست، غم ما هم نیست؟ ملک را خوش آمد. صُرَّه‌ای هزار دینار از روزن برون داشت که دامن بدار ای درویش. گفت: دامن از کجا آرم که جامه ندارم؟ ملک را بر حالِ ضعیفِ او رِقّت زیادت شد و خِلعتی بر آن مَزید کرد و پیشش فرستاد. درویش مر آن نقد و جنس را به اندک زمان بخورد و پریشان کرد و باز آمد. قرار بر کفِ آزادگان نگیرد مال 
نه صبر در دلِ عاشق نه آبْ در غربال در حالتی که ملک را پروایِ او نبود، حال بگفتند. به‌ هم بر آمد و روی ازو در هم کشید و زین جا گفته‌اند اصحابِ فِطنَت و خِبرَت که از حِدّت و سَورت پادشاهان بر حذر باید بودن که غالبِ همّتِ ایشان به معظماتِ امورِ مملکت متعلّق باشد و تحمّلِ ازدحامِ عوام نکند. حرامش بود نعمتِ پادشاه 
که هنگامِ فرصت ندارد نگاه مجالِ سخن تا نبینی ز پیش 
به بیهوده گفتن مبر قدرِ خویش گفت: این گدایِ شوخِ مُبَذِّر را که چندان نعمت به چندین مدّت برانداخت، برانید که خزانهٔ بیت‌المال لقمهٔ مساکین است نه طعمهٔ اِخوان الشّیاطین. ابلهی کو روزِ روشنْ شمعِ کافوری نهد 
زود بینی کِش به شب روغن نباشد در چراغ یکی از وزرایِ ناصح گفت: ای خداوند مصلحت آن بینم که چنین کسان را وجهِ کَفاف به تَفاریق مُجرا دارند تا در نَفَقه اسراف نکنند. امّا آنچه فرمودی از زجر و منع، مناسبِ حال اربابِ همّت نیست، یکی را به لطف اومیدوار گردانیدن و باز به نومیدی خسته کردن. به روی خود درِ طمّاع باز نتوان کرد 
چو باز شد، به دُرُشتی فراز نتوان کرد کس نبیند که تشنگانِ حجاز 
به سرِ آبِ شور گرد آیند هر کجا چشمه‌ای بوَد شیرین 
مردم و مرغ و مور گرد آیند",1
"یکی از پادشاهانِ پیشین در رعایتِ مملکت سستی کردی و لشکر به سختی داشتی لاجرم دشمنی صعب روی نهاد همه پشت بدادند. چو دارند گنج از سپاهی دریغ 
دریغ آیدش دست بردن به تیغ یکی را از آنان که غَدْر کردند با من دَمِ دوستی بود، ملامت کردم و گفتم: دون است و بی‌سپاس و سِفله و ناحق‌شناس که به اندک تغیّرِ حال از مخدومِ قدیم برگردد و حقوقِ نعمتِ سال‌ها در نوردد. گفت: ار به کرم معذور داری شاید، که اسبم در این واقعه بی‌جو بود و نمدزین به گرو، و سلطان که به زر بر سپاهی بخیلی کند، با او به جان جوانمردی نتوان کرد. زر بده مردِ سپاهی را تا سر بنهد 
و گرش زر ندهی، سر بنهد در عالم اِذا شَبِعَ الْکَمِیُّ یَصُولُ بَطشاً 
وَ خاوِی الْبَطْنِ یَبْطُشُ بِالفِرارِ",1
"یکی از وزرا معزول شد و به حلقهٔ درویشان درآمد. اثر برکتِ صحبتِ ایشان در او سرایت کرد و جمعیّتِ خاطرش دست داد. مَلِک بار دیگر بر او دل خوش کرد و عمل فرمود. قبولش نیامد و گفت: معزولی به نزد خردمندان بهتر که مشغولی. آنان که به کنجِ عافیت بنشستند 
دندانِ سگ و دهانِ مردم بستند کاغذ بدَریدند و قلم بشکستند 
وز دستِ زبانِ حرف‌گیران رستند ملک گفتا: هر آینه ما را خردمندی کافی باید که تدبیرِ مملکت را بشاید. گفت: ای ملک نشانِ خردمند کافی جز آن نیست که به چنین کارها تن ندهد. همای بر همه مرغان از آن شرف دارد 
که استخوان خورد و جانور نیازارد سیه‌گوش را گفتند: تو را ملازمتِ صحبتِ شیر به چه وجه اختیار افتاد؟ گفت: تا فضلهٔ صیدش می‌خورم و ز شرِّ دشمنان در پناهِ صولتِ او زندگانی می‌کنم. گفتندش: اکنون که به ظلِّ حمایتش در آمدی و به شکرِ نعمتش اعتراف کردی، چرا نزدیک‌تر نیایی تا به حلقهٔ خاصانت در آرد و از بندگانِ مخلصت شمارد؟ گفت: همچنان از بَطْشِ او ایمن نیستم. اگر صد سال گَبْر آتش فروزد 
اگر یک دم در او افتد بسوزد افتد که ندیم حضرتِ سلطان را زر بیاید و باشد که سر برود و حکما گفته‌اند: از تلوّنِ طبعِ پادشاهان بر حذر باید بودن که وقتی به سلامی برنجند و دیگر وقت به دشنامی خلعت دهند و آورده‌اند که ظرافتِ بسیار کردن هنرِ ندیمان است و عیبِ حکیمان. تو بر سرِ قدرِ خویشتن باش و وقار 
بازیّ و ظرافت به ندیمان بگذار",1
"یکی از رفیقان شکایتِ روزگارِ نامساعد به نزد من آورد که کفافِ اندک دارم و عیالِ بسیار و طاقتِ بار فاقه نمی‌آرم و بارها در دلم آمد که به اقلیمی دیگر نقل کنم تا در هر آن‌ صورت که زندگانی کرده شود، کسی را بر نیک و بدِ من اطّلاع نباشد. بس گرسنه خفت و کس ندانست که کیست 
بس جان به لب آمد که بر او کس نگریست باز از شَماتتِ اعدا بر اندیشم که به طعنه در قفایِ من بخندند و سعیِ مرا در حقِّ عیال بر عدمِ مروّت حمل کنند و گویند: مبین آن بی‌حَمیّت را که هرگز 
نخواهد دید رویِ نیکبختی که آسانی گزیند خویشتن را 
زن و فرزند بگذارد به سختی و در علم محاسبت چنان که معلوم است چیزی دانم و گر به جاهِ شما جهتی معین شود که موجبِ جمعیّتِ خاطر باشد، بقیّتِ عمر از عهدهٔ شکرِ آن نعمت برون آمدن نتوانم. گفتم: عمل پادشاه، ای برادر، دو طرف دارد امید و بیم یعنی امیدِ نان و بیمِ جان و خلافِ رایِ خردمندان باشد، بدان امید متعّرضِ این بیم شدن. کس نیاید به خانهٔ درویش 
که خراجِ زمین و باغ بده یا به تشویش و غصّه راضی باش 
یا جگربند پیش زاغ بنه گفت: این مناسبِ حالِ من نگفتی و جوابِ سؤال من نیاوردی. نشنیده‌ای که هر که خیانت ورزد، پشتش از حساب بلرزد؟ راستی موجبِ رضایِ خداست 
کس ندیدم که گم شد از رهِ راست و حکما گویند: چهار کس از چهار کس به‌ جان برنجند حرامی از سلطان و دزد از پاسبان و فاسق از غَمّْاز و روسْبی از محتسب، و آن را که حساب پاک است از محاسِب چه باک است؟ مکن فراخ‌رَوی در عمل، اگر خواهی 
که وقتِ رفعِ تو، باشد مجالِ دشمن تنگ تو پاک باش و مدار از کس، ای برادر، باک 
زنند جامهٔ ناپاک گازُران بر سنگ گفتم: حکایت آن روباه مناسبِ حال توست که دیدندش گریزان و بی‌خویشتن، افتان و خیزان. کسی گفتش: چه آفت است که موجبِ مَخافَت است؟ گفتا: شنیده‌ام که شتر را به سُخْره می‌گیرند. گفت: ای سَفیه! شتر را با تو چه مناسبت است و تو را بدو چه مشابهت؟ گفت: خاموش که اگر حسودان به غرض گویند شتر است و گرفتار آیم، که را غمِ تخلیصِ من دارد تا تفتیشِ حالِ من کند؟ و تا تِریاق از عِراق آورده شود مارگزیده مرده بُوَد. تو را هم چنین فضل است و دیانت و تقوی و امانت، امّا مُتِعَنِّتان در کمین‌اند و مدّعیان گوشه‌نشین. اگر آنچه حُسنِ سیرتِ توست به خلافِ آن تقریر کنند و در معرِض خطاب پادشاه افتی در آن حالت مجالِ مقالت باشد؟ پس مصلحت آن بینم که مُلکِ قَناعت را حراست کنی و ترکِ ریاست گویی. به دریا در، منافع بی‌شمار است 
و گر خواهی سلامت، بر کنار است رفیق این سخن بشنید و به هم بر آمد و روی از حکایتِ من در هم کشید و سخن‌هایِ رنجش‌آمیز گفتن گرفت کاین چه عقل و کفایت است و فهم و درایت؟ قول حکما درست آمد که گفته‌اند: دوستان به زندان به کار آیند که بر سفره همه دشمنان دوست نمایند. دوست مشمار، آن که در نعمت زند 
لافِ یاریّ و برادرخواندگی دوست آن دانم که گیرد دستِ دوست 
در پریشان‌حالی و درماندگی دیدم که متغیّر می‌شود و نصیحت به غرض می‌شنود، به‌نزدیکِ صاحب‌دیوان رفتم به سابقهٔ معرفتی که در میانِ ما بود و صورتِ حالش بیان کردم و اهلیّت و استحقاقش بگفتم تا به کاری مختصرش نصب کردند. چندی بر این بر آمد لطفِ طبعش را بدیدند و حسنِ تدبیرش را بپسندیدند و کارش از آن درگذشت و به مرتبتی والاتر از آن مُتَمَکِّن شد. هم چنین نَجْمِ سعادتش در ترقّی بود تا به اوجِ ارادت برسید و مقرّبِ حضرتْ و مشارٌاِلیْه و معتمَدٌ عَلَیْه گشت، بر سلامتِ حالش شادمانی کردم و گفتم: ز کارِ بسته میندیش و دلْ شکسته مدار 
که آبِ چشمهٔ حیوان درونِ تاریکی است اَلا لایَجْأّرَنَّ اَخُو الْبَلیَّةِ
فَلِلرَّحْمٰنِ اَلْطافٌ خَفِیَّةٌ مَنشین تُرُش از گردشِ ایّام که صبر 
تلخ است ولیکن برِ شیرین دارد در آن قُربت مرا با طایفه‌ای یاران اتّفاقِ سفر افتاد. چون از زیارتِ مکّه باز آمدم دو منزلم استقبال کرد، ظاهرِ حالش را دیدم پریشان و در هیأتِ درویشان. گفتم: چه حالت است؟ گفت: آن چنان که تو گفتی طایفه‌ای حسد بردند و به خیانتم منسوب کردند و مَلِک، دامَ مُلْکُهُ، در کشفِ حقیقتِ آن استقصا نفرمود و یارانِ قدیم و دوستانِ حَمیم از کلمهٔ حق خاموش شدند و صحبتِ دیرین فراموش کردند. نه بینی که پیشِ خداوندِ جاه 
نیایش‌کنان دست بر بر نهند؟ اگر روزگارش در آرد ز پای 
همه عالمش پای بر سر نهند فی‌الجمله به انواعِ عقوبت گرفتار بودم تا در این هفته که مژدهٔ سلامتِ حُجّاج برسید، از بندِ گرانم خلاص کرد و مِلْکِ موروثم خاص. گفتم: آن نوبت اشارتِ من قبولت نیامد که گفتم: عملِ پادشاهان چون سفرِ دریاست خطرناک و سودمند، یا گنج برگیری یا در طلسم بمیری. یا زر به هر دو دست کند خواجه در کنار 
یا موج روزی افکندش مرده بر کنار مصلحت ندیدم از این بیش ریشِ درونش به ملامت خراشیدن و نمک پاشیدن. بدین کلمه اختصار کردیم: ندانستی که بینی بند بر پای 
چو در گوشت نیامد پندِ مردم؟ دگر ره چون نداری طاقتِ نیش 
مکن انگشت در سوراخِ گژدم",1
"تنی چند از روندگان در صحبتِ من بودند، ظاهرِ ایشان به صَلاح آراسته و یکی را از بزرگان در حقِّ این طایفه حُسنِ ظنّی بلیغ؛ و اِدراری معیّن کرده؛ تا یکی از اینان حرکتی کرد نه مناسبِ حالِ درویشان. ظنِّ آن شخصْ فاسد شد و بازارِ اینان کاسِد. خواستم تا به طریقی کَفافِ یاران مُستَخلَص کنم. آهنگِ خدمتش کردم. دربانم رها نکرد و جَفا کرد؛ و معذورش داشتم که لطیفان گفته‌اند: دَرِ میر و وزیر و سلطان را 
بی‌وسیلت مگرد پیرامَن سگ و دربان چو یافتند غریب 
این گریبانْشْ گیرد آن دامن چندان‌ که مقرّبانِ حضرتِ آن بزرگ بر حالِ وُقوفِ من وقوف یافتند و به اِکرام درآوردند و برتر مقامی معیّن کردند، امّا به‌ تواضع فروتر نشستم و گفتم: بگذار که بندهٔ کمینم
تا در صفِ بندگان نشینم گفت: الله الله! چه جایِ این سخن است؟! گر بر سر و چشمِ ما نشینی 
بارت بکشم که نازنینی فی‌الجمله بنشستم و از هر دری سخن پیوستم تا حدیث زَلَّتِ یاران در میان آمد و گفتم: چه جرم دید خداوندِ سابق‌الاِنعام؟
که بنده در نظرِ خویش خوار می‌دارد خدای راست مسلّم بزرگواری و حکم 
که جرم بیند و نان برقرار می‌دارد حاکم این سخن را عظیم بپسندید و اسباب مَعاشِ یاران فرمود تا بر قاعدهٔ ماضی مهیّا دارند و مَؤونتِ ایّامِ تعطیل وفا کنند. شکرِ نعمت بگفتم و زمینِ خدمت ببوسیدم و عذرِ جسارت بخواستم و در وقتِ برون آمدن گفتم: چو کعبه قبلهٔ حاجت شد، از دیارِ بعید 
روند خلق به دیدارش از بسی فرسنگ تو را تحمّلِ امثالِ ما بباید کرد 
که هیچ کس نزند بر درختِ بی‌بَر، سنگ",1
"ملک‌زاده‌ای گنج فراوان از پدر میراث یافت. دستِ کَرَم برگشاد و دادِ سخاوت بداد و نعمتِ بی‌دریغ بر سپاه و رعیّت بریخت. نیاساید مَشام از طبلهٔ عود 
بر آتش نِه، که چون عنبر ببوید بزرگی بایدت بخشندگی کن 
که دانه تا نیفشانی نروید یکی از جُلَسایِ بی‌تدبیر نصیحتش آغاز کرد که «ملوکِ پیشین مر این نعمت را به سعی اندوخته‌اند و برای مصلحتی نهاده. دست از این حرکت کوتاه کن که واقعه‌ها در پیش است و دشمنان از پس؛ نباید که وقت حاجت فرو‌مانی.» اگر گنجی کنی بر عامیان بخش 
رسد هر کدخدایی را برنجی چرا نستانی از هر یک جوی سیم
که گرد آید تو را هر وقت گنجی؟ ملک روی از این سخن به هم آورد و مر او را زجر فرمود و گفت: مرا خداوند، تَعالیٰ مالکِ این مملکت گردانیده است تا بخورم و ببخشم نه پاسبان که نگاه دارم. قارون هلاک شد که چهل خانه گنج داشت 
نوشین‌روان نمرد که نامِ نکو گذاشت",1
"آورده‌اند که نوشین‌روانِ عادل را در شکارگاهی صَید کباب کردند و نمک نبود. غلامی به روستا رفت تا نمک آرد. نوشیروان گفت: نمک به قیمت بستان تا رسمی نشود و ده خراب نگردد. گفتند: از این قدر چه خَلَل آید؟ گفت: بنیادِ ظلم در جهان اوّل اندکی بوده‌است هر که آمد بر او مَزیدی کرده تا بدین غایت رسیده. اگر ز باغِ رعیّت مَلِک خورد سیبی 
بر آورند غلامانِ او درخت از بیخ به پنج بیضه که سلطان ستم روا دارد 
زنند لشکریانش هزار مرغ به سیخ",1
"غافلی را شنیدم که خانهٔ رعیت خراب کردی تا خزانهٔ سلطان آباد کند؛ بی‌خبر از قول حکیمان که گفته‌اند: هرکه خدای را -عَزَّوَجَلَّ- بیازارد تا دلِ خلقی به دست آرد خداوند، تعالیٰ، همان خلق را بر او گمارد تا دَمار از روزگارش برآرد. آتشِ سوزان نکند با سپند 
آنچه کند دودِ دلِ دردمند سَرِ جملهٔ حیوانات گویند که شیر است و اَذَلِّ جانوران خر. و به‌اتّفاقْ خرِ باربر بِهْ که شیرِ مردم‌دَر. مسکین‌خر اگر چه بی‌تمیز است 
چون بار همی‌بَرَد عزیز است گاوان و خرانِ باربردار 
بِهْ ز آدمیانِ مردم‌آزار باز آمدیم به حکایت وزیرِ غافل. مَلِک را ذمائِمِ اخلاق او به قرائن معلوم شد؛ در شکنجه کشید و به انواعِ عقوبت بکشت. حاصل نشود رضایِ سلطان 
تا خاطرِ بندگان نجویی خواهی که خدای بر تو بخشد؟ 
با خلقِ خدای کن نکویی آورده‌اند که یکی از ستم‌دیدگان بر سر او بگذشت و در حالِ تباهِ او تأمّل کرد و گفت: نه هرکه قوّتِ بازویِ منصبی دارد 
به سلطنت بخورد مالِ مردمان به گزاف توان به حلق فرو بردن استخوانِ درشت 
ولی شکم بدَرَد چون بگیرد اندر ناف نمانَد ستم‌کارِ بدروزگار 
بماند بر او لعنتِ پایدار",1
"مردم‌آزاری را حکایت کنند که سنگی بر سر صالحی زد. درویش را مجالِ انتقام نبود. سنگ را نگاه همی‌داشت تا زمانی که مَلِک را بر آن لشکری خشم آمد و در چاه کرد. درویش اندر آمد و سنگ در سرش کوفت. گفتا: تو کیستی و مرا این سنگ چرا زدی؟ گفت: من فلانم و این همان سنگ است که در فلان تاریخ بر سر من زدی. گفت: چندین روزگار کجا بودی؟ گفت: از جاهت اندیشه همی‌کردم. اکنون که در چاهت دیدم، فرصت غنیمت دانستم. ناسزایی را که بینی بخت‌یار 
عاقلان تسلیم کردند اختیار چون نداری ناخنِ درّنده تیز 
با دَدان آن بِه که کم گیری ستیز هر که با پولاد بازو، پنجه کرد 
ساعدِ مسکینِ خود را رنجه کرد باش تا دستش ببندد روزگار 
پس به کامِ دوستان مغزش بر آر",1
"یکی را از ملوک مرضی هایل بود که اِعادتِ ذکرِ آن ناکردن اَوْلیٰ. طایفهٔ حکمایِ یونان متفّق شدند که مر این درد را دوایی نیست مگر زَهْرهٔ آدمی به چندین صفت موصوف. بفرمود طلب کردن. دهقان‌پسری یافتند بر آن صورت که حکیمان گفته بودند. پدرش را و مادرش را بخواند و به نعمتِ بیکران خشنود گردانیدند و قاضی فَتویٰ داد که خونِ یکی از رعیّت ریختن سلامتِ پادشه را، روا باشد. جلّاد قصد کرد، پسر سر سویِ آسمان بر آورد و تبسّم کرد. ملک پرسیدش که در این حالت چه جای خندیدن است؟ گفت: نازِ فرزندان بر پدران و مادران باشد و دعوی پیشِ قاضی برند و داد از پادشه خواهند. اکنون پدر و مادر به علّت حُطامِ دنیا مرا به خون درسپردند و قاضی به کشتن فَتویٰ داد و سلطان مصالحِ خویش اندر هلاکِ من همی‌بیند؛ به جز خدای عَزَّوَجَلَّ، پناهی نمی‌بینم. پیشِ که بر آورم ز دستت فریاد؟
هم پیشِ تو از دستِ تو گر خواهم داد سلطان را دل از این سخن به هم بر آمد و آب در دیده بگردانید و گفت: هلاکِ من اولیٰ‌تر است از خونِ بی‌گناهی ریختن. سر و چشمش ببوسید و در کنار گرفت و نعمتِ بی‌اندازه بخشید و آزاد کرد، و گویند هم در آن هفته شفا یافت. هم چنان در فکرِ آن بیتم که گفت 
پیل‌بانی بر لبِ دریایِ نیل: «زیر پایت گر بدانی حالِ مور 
هم چو حالِ توست زیر پایِ پیل»",1
